seqno;heartbeats;pulse;timestamp
2577;773;81;2013-08-20 20:57:47.687
2580;773;81;2013-08-20 20:57:48.428
2581;774;80;2013-08-20 20:57:48.668
2583;774;80;2013-08-20 20:57:49.157
2584;775;79;2013-08-20 20:57:49.407
2586;775;79;2013-08-20 20:57:49.897
2587;776;78;2013-08-20 20:57:50.147
2590;776;78;2013-08-20 20:57:50.887
2591;777;77;2013-08-20 20:57:51.126
2594;777;77;2013-08-20 20:57:51.867
2595;778;76;2013-08-20 20:57:52.117
2597;778;76;2013-08-20 20:57:52.607
2598;779;75;2013-08-20 20:57:52.857
2600;779;75;2013-08-20 20:57:53.347
2601;780;74;2013-08-20 20:57:53.597
2607;781;74;2013-08-20 20:57:55.077
2608;782;73;2013-08-20 20:57:55.317
2614;783;73;2013-08-20 20:57:56.796
2615;784;72;2013-08-20 20:57:57.047
2625;786;72;2013-08-20 20:57:59.507
2626;787;71;2013-08-20 20:57:59.757
2629;787;71;2013-08-20 20:58:00.487
2630;788;70;2013-08-20 20:58:00.737
2633;788;70;2013-08-20 20:58:01.476
2634;789;69;2013-08-20 20:58:01.727
2637;789;69;2013-08-20 20:58:02.456
2638;790;68;2013-08-20 20:58:02.707
2640;790;68;2013-08-20 20:58:03.197
2641;791;67;2013-08-20 20:58:03.447
2655;794;67;2013-08-20 20:58:06.897
2656;795;66;2013-08-20 20:58:07.136
2663;796;66;2013-08-20 20:58:08.867
2664;797;67;2013-08-20 20:58:09.107
2673;799;67;2013-08-20 20:58:11.327
2675;800;66;2013-08-20 20:58:11.818
2684;802;66;2013-08-20 20:58:14.037
2685;803;67;2013-08-20 20:58:14.287
2688;803;67;2013-08-20 20:58:15.027
2689;804;68;2013-08-20 20:58:15.267
2702;807;68;2013-08-20 20:58:18.467
2703;808;67;2013-08-20 20:58:18.717
2706;808;67;2013-08-20 20:58:19.457
2707;809;68;2013-08-20 20:58:19.697
2709;809;68;2013-08-20 20:58:20.197
2710;810;67;2013-08-20 20:58:20.437
2713;810;67;2013-08-20 20:58:21.177
2714;811;66;2013-08-20 20:58:21.427
2721;812;66;2013-08-20 20:58:23.146
2722;813;65;2013-08-20 20:58:23.397
2728;814;65;2013-08-20 20:58:24.877
2729;815;66;2013-08-20 20:58:25.117
2739;817;66;2013-08-20 20:58:27.587
2740;818;65;2013-08-20 20:58:27.827
2750;820;65;2013-08-20 20:58:30.297
2751;821;66;2013-08-20 20:58:30.537
2765;824;66;2013-08-20 20:58:33.987
2766;825;65;2013-08-20 20:58:34.237
2773;826;65;2013-08-20 20:58:35.957
2774;827;66;2013-08-20 20:58:36.207
2794;832;66;2013-08-20 20:58:41.127
2795;833;67;2013-08-20 20:58:41.377
2797;833;67;2013-08-20 20:58:41.867
2798;834;68;2013-08-20 20:58:42.117
2808;836;68;2013-08-20 20:58:44.577
2809;837;67;2013-08-20 20:58:44.826
2840;845;67;2013-08-20 20:58:52.457
2841;846;68;2013-08-20 20:58:52.707
2848;847;68;2013-08-20 20:58:54.427
2850;848;67;2013-08-20 20:58:54.917
2866;852;67;2013-08-20 20:58:58.867
2867;853;66;2013-08-20 20:58:59.107
2881;856;66;2013-08-20 20:59:02.557
2882;857;67;2013-08-20 20:59:02.807
2892;859;67;2013-08-20 20:59:05.267
2893;860;66;2013-08-20 20:59:05.507
2903;862;66;2013-08-20 20:59:07.977
2904;863;67;2013-08-20 20:59:08.217
2907;863;67;2013-08-20 20:59:08.957
2908;864;66;2013-08-20 20:59:09.207
2915;865;66;2013-08-20 20:59:10.927
2916;866;65;2013-08-20 20:59:11.176
2922;867;65;2013-08-20 20:59:12.657
2923;868;66;2013-08-20 20:59:12.897
2929;869;66;2013-08-20 20:59:14.377
2930;870;65;2013-08-20 20:59:14.627
2944;873;65;2013-08-20 20:59:18.077
2945;874;66;2013-08-20 20:59:18.317
2959;877;66;2013-08-20 20:59:21.767
2960;878;65;2013-08-20 20:59:22.017
2967;879;65;2013-08-20 20:59:23.738
2968;880;64;2013-08-20 20:59:23.987
2979;882;64;2013-08-20 20:59:26.696
2980;883;63;2013-08-20 20:59:26.937
2987;884;63;2013-08-20 20:59:28.675
2988;885;64;2013-08-20 20:59:28.911
2994;886;64;2013-08-20 20:59:30.387
2995;887;65;2013-08-20 20:59:30.637
3005;889;65;2013-08-20 20:59:33.097
3006;890;64;2013-08-20 20:59:33.347
3009;890;64;2013-08-20 20:59:34.077
3010;891;65;2013-08-20 20:59:34.327
3020;893;65;2013-08-20 20:59:36.787
3021;894;64;2013-08-20 20:59:37.036
3031;896;64;2013-08-20 20:59:39.497
3033;897;65;2013-08-20 20:59:39.997
3038;898;65;2013-08-20 20:59:41.227
3039;899;66;2013-08-20 20:59:41.467
3042;899;66;2013-08-20 20:59:42.207
3043;900;65;2013-08-20 20:59:42.457
3057;903;65;2013-08-20 20:59:45.907
3058;904;66;2013-08-20 20:59:46.148
3060;904;66;2013-08-20 20:59:46.647
3061;905;65;2013-08-20 20:59:46.887
3071;907;65;2013-08-20 20:59:49.346
3072;908;66;2013-08-20 20:59:49.597
3075;908;66;2013-08-20 20:59:50.337
3076;909;67;2013-08-20 20:59:50.587
3086;911;67;2013-08-20 20:59:53.046
3087;912;66;2013-08-20 20:59:53.297
3089;912;66;2013-08-20 20:59:53.787
3090;913;67;2013-08-20 20:59:54.026
3096;914;67;2013-08-20 20:59:55.507
3097;915;68;2013-08-20 20:59:55.757
3108;917;68;2013-08-20 20:59:58.467
3109;918;67;2013-08-20 20:59:58.706
3112;918;67;2013-08-20 20:59:59.447
3113;919;66;2013-08-20 20:59:59.696
3123;921;66;2013-08-20 21:00:02.157
3124;922;65;2013-08-20 21:00:02.407
3131;923;65;2013-08-20 21:00:04.127
3132;924;64;2013-08-20 21:00:04.376
3135;924;64;2013-08-20 21:00:05.113
3136;925;65;2013-08-20 21:00:05.357
3141;926;65;2013-08-20 21:00:06.597
3142;927;66;2013-08-20 21:00:06.837
3145;927;66;2013-08-20 21:00:07.577
3146;928;67;2013-08-20 21:00:07.827
3149;928;67;2013-08-20 21:00:08.567
3150;929;66;2013-08-20 21:00:08.807
3157;930;66;2013-08-20 21:00:10.537
3158;931;65;2013-08-20 21:00:10.777
3169;933;65;2013-08-20 21:00:13.487
3170;934;64;2013-08-20 21:00:13.737
3177;935;64;2013-08-20 21:00:15.457
3178;936;63;2013-08-20 21:00:15.708
3180;936;63;2013-08-20 21:00:16.196
3181;937;64;2013-08-20 21:00:16.447
3187;938;64;2013-08-20 21:00:17.917
3188;939;65;2013-08-20 21:00:18.167
3199;941;65;2013-08-20 21:00:20.876
3200;942;64;2013-08-20 21:00:21.127
3206;943;64;2013-08-20 21:00:22.597
3207;944;65;2013-08-20 21:00:22.847
3210;944;65;2013-08-20 21:00:23.587
3211;945;66;2013-08-20 21:00:23.837
3220;947;66;2013-08-20 21:00:26.046
3222;948;65;2013-08-20 21:00:26.535
3228;949;65;2013-08-20 21:00:28.017
3229;950;66;2013-08-20 21:00:28.267
3232;950;66;2013-08-20 21:00:29.007
3233;951;65;2013-08-20 21:00:29.247
3240;952;65;2013-08-20 21:00:30.977
3241;953;64;2013-08-20 21:00:31.216
3244;953;64;2013-08-20 21:00:31.957
3245;954;63;2013-08-20 21:00:32.205
3252;955;63;2013-08-20 21:00:33.928
3253;956;64;2013-08-20 21:00:34.182
3263;958;64;2013-08-20 21:00:36.637
3264;959;63;2013-08-20 21:00:36.887
3271;960;63;2013-08-20 21:00:38.607
3272;961;64;2013-08-20 21:00:38.858
3293;966;64;2013-08-20 21:00:44.027
3294;967;65;2013-08-20 21:00:44.277
3311;971;65;2013-08-20 21:00:48.457
3312;972;66;2013-08-20 21:00:48.707
3314;972;66;2013-08-20 21:00:49.197
3315;973;67;2013-08-20 21:00:49.447
3326;975;67;2013-08-20 21:00:52.157
3327;976;66;2013-08-20 21:00:52.407
3329;976;66;2013-08-20 21:00:52.896
3330;977;65;2013-08-20 21:00:53.137
3337;978;65;2013-08-20 21:00:54.867
3338;979;66;2013-08-20 21:00:55.107
3348;981;66;2013-08-20 21:00:57.576
3349;982;65;2013-08-20 21:00:57.817
3363;985;65;2013-08-20 21:01:01.267
3364;986;66;2013-08-20 21:01:01.517
3366;986;66;2013-08-20 21:01:02.007
3367;987;67;2013-08-20 21:01:02.256
3370;987;67;2013-08-20 21:01:02.997
3371;988;66;2013-08-20 21:01:03.236
3374;988;66;2013-08-20 21:01:03.977
3375;989;65;2013-08-20 21:01:04.227
3393;993;65;2013-08-20 21:01:08.657
3394;994;64;2013-08-20 21:01:08.907
3397;994;64;2013-08-20 21:01:09.647
3398;995;65;2013-08-20 21:01:09.887
3400;995;65;2013-08-20 21:01:10.377
3401;996;66;2013-08-20 21:01:10.627
3430;1003;66;2013-08-20 21:01:17.767
3431;1004;65;2013-08-20 21:01:18.017
3445;1007;65;2013-08-20 21:01:21.467
3446;1008;64;2013-08-20 21:01:21.707
3449;1008;64;2013-08-20 21:01:22.447
3450;1009;63;2013-08-20 21:01:22.697
3465;1012;63;2013-08-20 21:01:26.387
3466;1013;62;2013-08-20 21:01:26.638
3484;1017;62;2013-08-20 21:01:31.067
3485;1018;63;2013-08-20 21:01:31.317
3496;1020;63;2013-08-20 21:01:34.027
3497;1021;62;2013-08-20 21:01:34.267
3500;1021;62;2013-08-20 21:01:35.007
3501;1022;61;2013-08-20 21:01:35.257
3508;1023;61;2013-08-20 21:01:36.977
3509;1024;62;2013-08-20 21:01:37.227
3512;1024;62;2013-08-20 21:01:37.967
3513;1025;63;2013-08-20 21:01:38.217
3519;1026;63;2013-08-20 21:01:39.687
3520;1027;62;2013-08-20 21:01:39.936
3539;1031;62;2013-08-20 21:01:44.616
3540;1032;63;2013-08-20 21:01:44.867
3546;1033;63;2013-08-20 21:01:46.337
3547;1034;64;2013-08-20 21:01:46.587
3549;1034;64;2013-08-20 21:01:47.077
3550;1035;65;2013-08-20 21:01:47.327
3553;1035;65;2013-08-20 21:01:48.067
3554;1036;66;2013-08-20 21:01:48.307
3560;1037;66;2013-08-20 21:01:49.787
3561;1038;65;2013-08-20 21:01:50.037
3568;1039;65;2013-08-20 21:01:51.756
3569;1040;64;2013-08-20 21:01:52.007
3572;1040;64;2013-08-20 21:01:52.747
3573;1041;65;2013-08-20 21:01:52.987
3579;1042;65;2013-08-20 21:01:54.467
3580;1043;64;2013-08-20 21:01:54.718
3587;1044;64;2013-08-20 21:01:56.436
3588;1045;63;2013-08-20 21:01:56.687
3591;1045;63;2013-08-20 21:01:57.427
3592;1046;64;2013-08-20 21:01:57.667
3598;1047;64;2013-08-20 21:01:59.147
3599;1048;65;2013-08-20 21:01:59.397
3602;1048;65;2013-08-20 21:02:00.139
3603;1049;64;2013-08-20 21:02:00.378
3610;1050;64;2013-08-20 21:02:02.107
3611;1051;63;2013-08-20 21:02:02.347
3614;1051;63;2013-08-20 21:02:03.087
3615;1052;64;2013-08-20 21:02:03.337
3617;1052;64;2013-08-20 21:02:03.827
3618;1053;65;2013-08-20 21:02:04.077
3620;1053;65;2013-08-20 21:02:04.567
3621;1054;66;2013-08-20 21:02:04.807
3628;1055;66;2013-08-20 21:02:06.537
3629;1056;65;2013-08-20 21:02:06.794
3651;1061;65;2013-08-20 21:02:12.197
3652;1062;64;2013-08-20 21:02:12.446
3654;1062;64;2013-08-20 21:02:12.937
3655;1063;65;2013-08-20 21:02:13.187
3684;1070;65;2013-08-20 21:02:20.327
3685;1071;64;2013-08-20 21:02:20.575
3689;1071;64;2013-08-20 21:02:21.557
3690;1072;63;2013-08-20 21:02:21.807
3704;1075;63;2013-08-20 21:02:25.257
3705;1076;64;2013-08-20 21:02:25.499
3708;1076;64;2013-08-20 21:02:26.237
3709;1077;63;2013-08-20 21:02:26.487
3716;1078;63;2013-08-20 21:02:28.207
3717;1079;62;2013-08-20 21:02:28.457
3732;1082;62;2013-08-20 21:02:32.147
3733;1083;61;2013-08-20 21:02:32.397
3748;1086;61;2013-08-20 21:02:36.087
3749;1087;62;2013-08-20 21:02:36.338
3751;1087;62;2013-08-20 21:02:36.827
3752;1088;63;2013-08-20 21:02:37.077
3759;1089;63;2013-08-20 21:02:38.796
3760;1090;62;2013-08-20 21:02:39.047
3771;1092;62;2013-08-20 21:02:41.757
3772;1093;63;2013-08-20 21:02:41.997
3793;1098;63;2013-08-20 21:02:47.177
3794;1099;64;2013-08-20 21:02:47.417
3797;1099;64;2013-08-20 21:02:48.157
3798;1100;65;2013-08-20 21:02:48.407
3811;1103;65;2013-08-20 21:02:51.607
3812;1104;66;2013-08-20 21:02:51.857
3818;1105;66;2013-08-20 21:02:53.327
3819;1106;67;2013-08-20 21:02:53.577
3826;1107;67;2013-08-20 21:02:55.297
3827;1108;66;2013-08-20 21:02:55.547
3830;1108;66;2013-08-20 21:02:56.287
3831;1109;65;2013-08-20 21:02:56.537
3837;1110;65;2013-08-20 21:02:58.007
3838;1111;66;2013-08-20 21:02:58.257
3852;1114;66;2013-08-20 21:03:01.707
3853;1115;65;2013-08-20 21:03:01.947
3859;1116;65;2013-08-20 21:03:03.427
3860;1117;66;2013-08-20 21:03:03.677
3866;1118;66;2013-08-20 21:03:05.155
3867;1119;67;2013-08-20 21:03:05.393
3870;1119;67;2013-08-20 21:03:06.137
3871;1120;66;2013-08-20 21:03:06.387
3874;1120;66;2013-08-20 21:03:07.127
3875;1121;65;2013-08-20 21:03:07.367
3878;1121;65;2013-08-20 21:03:08.107
3879;1122;66;2013-08-20 21:03:08.357
3889;1124;66;2013-08-20 21:03:10.816
3890;1125;65;2013-08-20 21:03:11.067
3893;1125;65;2013-08-20 21:03:11.807
3894;1126;64;2013-08-20 21:03:12.047
3904;1128;64;2013-08-20 21:03:14.517
3905;1129;65;2013-08-20 21:03:14.757
3908;1129;65;2013-08-20 21:03:15.496
3909;1130;64;2013-08-20 21:03:15.747
3923;1133;64;2013-08-20 21:03:19.187
3924;1134;65;2013-08-20 21:03:19.437
3935;1136;65;2013-08-20 21:03:22.147
3936;1137;64;2013-08-20 21:03:22.397
3943;1138;64;2013-08-20 21:03:24.117
3944;1139;63;2013-08-20 21:03:24.367
3950;1140;63;2013-08-20 21:03:25.844
3951;1141;64;2013-08-20 21:03:26.087
3962;1143;64;2013-08-20 21:03:28.797
3963;1144;63;2013-08-20 21:03:29.047
3965;1144;63;2013-08-20 21:03:29.539
3966;1145;64;2013-08-20 21:03:29.787
3972;1146;64;2013-08-20 21:03:31.258
3973;1147;65;2013-08-20 21:03:31.506
3982;1149;65;2013-08-20 21:03:33.727
3983;1150;66;2013-08-20 21:03:33.967
4007;1160;66;2013-08-20 21:03:39.878
4008;1161;68;2013-08-20 21:03:40.127
4010;1161;68;2013-08-20 21:03:40.617
4011;1162;70;2013-08-20 21:03:40.867
4016;1163;70;2013-08-20 21:03:42.097
4017;1164;71;2013-08-20 21:03:42.346
4019;1164;71;2013-08-20 21:03:42.836
4020;1165;72;2013-08-20 21:03:43.088
4022;1165;72;2013-08-20 21:03:43.577
4023;1166;73;2013-08-20 21:03:43.817
4037;1169;73;2013-08-20 21:03:47.267
4038;1170;72;2013-08-20 21:03:47.516
4042;1170;72;2013-08-20 21:03:48.497
4043;1171;70;2013-08-20 21:03:48.748
4046;1171;70;2013-08-20 21:03:49.492
4047;1172;68;2013-08-20 21:03:49.737
4050;1172;68;2013-08-20 21:03:50.467
4051;1173;67;2013-08-20 21:03:50.717
4061;1175;67;2013-08-20 21:03:53.176
4062;1176;66;2013-08-20 21:03:53.427
4066;1176;66;2013-08-20 21:03:54.407
4067;1177;65;2013-08-20 21:03:54.652
4070;1177;65;2013-08-20 21:03:55.398
4071;1178;64;2013-08-20 21:03:55.647
4074;1178;64;2013-08-20 21:03:56.377
4075;1179;63;2013-08-20 21:03:56.627
4078;1179;63;2013-08-20 21:03:57.367
4079;1180;62;2013-08-20 21:03:57.618
4094;1183;62;2013-08-20 21:04:01.308
4095;1184;61;2013-08-20 21:04:01.557
4110;1187;61;2013-08-20 21:04:05.247
4111;1188;62;2013-08-20 21:04:05.497
4113;1188;62;2013-08-20 21:04:05.987
4114;1189;63;2013-08-20 21:04:06.237
4125;1191;63;2013-08-20 21:04:08.948
4126;1192;62;2013-08-20 21:04:09.186
4129;1192;62;2013-08-20 21:04:09.927
4130;1193;63;2013-08-20 21:04:10.177
4136;1194;63;2013-08-20 21:04:11.657
4137;1195;64;2013-08-20 21:04:11.898
4158;1200;64;2013-08-20 21:04:17.068
4159;1201;65;2013-08-20 21:04:17.317
4170;1203;65;2013-08-20 21:04:20.027
4171;1204;64;2013-08-20 21:04:20.277
4173;1204;64;2013-08-20 21:04:20.767
4174;1205;65;2013-08-20 21:04:21.007
4192;1209;65;2013-08-20 21:04:25.447
4193;1210;64;2013-08-20 21:04:25.686
4200;1211;64;2013-08-20 21:04:27.417
4201;1212;65;2013-08-20 21:04:27.658
4203;1212;65;2013-08-20 21:04:28.157
4204;1213;66;2013-08-20 21:04:28.397
4207;1213;66;2013-08-20 21:04:29.137
4208;1214;65;2013-08-20 21:04:29.386
4216;1215;65;2013-08-20 21:04:31.357
4217;1216;64;2013-08-20 21:04:31.597
4220;1216;64;2013-08-20 21:04:32.337
4221;1217;63;2013-08-20 21:04:32.587
4227;1218;63;2013-08-20 21:04:34.067
4228;1219;64;2013-08-20 21:04:34.307
4231;1219;64;2013-08-20 21:04:35.046
4232;1220;63;2013-08-20 21:04:35.297
4246;1223;63;2013-08-20 21:04:38.747
4247;1224;64;2013-08-20 21:04:38.987
4254;1225;64;2013-08-20 21:04:40.716
4255;1226;63;2013-08-20 21:04:40.957
4265;1228;63;2013-08-20 21:04:43.427
4266;1229;64;2013-08-20 21:04:43.668
4272;1230;64;2013-08-20 21:04:45.147
4273;1231;65;2013-08-20 21:04:45.396
4276;1231;65;2013-08-20 21:04:46.137
4277;1232;64;2013-08-20 21:04:46.376
4284;1233;64;2013-08-20 21:04:48.107
4285;1234;63;2013-08-20 21:04:48.347
4296;1236;63;2013-08-20 21:04:51.056
4297;1237;62;2013-08-20 21:04:51.308
4300;1237;62;2013-08-20 21:04:52.047
4301;1238;63;2013-08-20 21:04:52.287
4304;1238;63;2013-08-20 21:04:53.027
4305;1239;64;2013-08-20 21:04:53.277
4307;1239;64;2013-08-20 21:04:53.768
4308;1240;65;2013-08-20 21:04:54.019
4310;1240;65;2013-08-20 21:04:54.507
4312;1241;66;2013-08-20 21:04:54.997
4321;1243;66;2013-08-20 21:04:57.216
4322;1244;65;2013-08-20 21:04:57.467
4329;1245;65;2013-08-20 21:04:59.187
4330;1246;66;2013-08-20 21:04:59.437
4333;1246;66;2013-08-20 21:05:00.169
4334;1247;65;2013-08-20 21:05:00.418
4337;1247;65;2013-08-20 21:05:01.157
4338;1248;64;2013-08-20 21:05:01.406
4352;1251;64;2013-08-20 21:05:04.847
4353;1252;65;2013-08-20 21:05:05.097
4359;1253;65;2013-08-20 21:05:06.577
4360;1254;64;2013-08-20 21:05:06.817
4378;1258;64;2013-08-20 21:05:11.257
4379;1259;65;2013-08-20 21:05:11.497
4382;1259;65;2013-08-20 21:05:12.236
4383;1260;64;2013-08-20 21:05:12.488
4386;1260;64;2013-08-20 21:05:13.227
4387;1261;65;2013-08-20 21:05:13.467
4393;1262;65;2013-08-20 21:05:14.947
4394;1263;66;2013-08-20 21:05:15.197
4396;1263;66;2013-08-20 21:05:15.687
4397;1264;65;2013-08-20 21:05:15.938
4424;1270;65;2013-08-20 21:05:22.586
4425;1271;64;2013-08-20 21:05:22.827
4427;1271;64;2013-08-20 21:05:23.328
4428;1272;65;2013-08-20 21:05:23.566
4434;1273;65;2013-08-20 21:05:25.047
4435;1274;66;2013-08-20 21:05:25.297
4442;1275;66;2013-08-20 21:05:27.017
4443;1276;65;2013-08-20 21:05:27.267
4450;1277;65;2013-08-20 21:05:28.987
4451;1278;64;2013-08-20 21:05:29.237
4453;1278;64;2013-08-20 21:05:29.727
4454;1279;65;2013-08-20 21:05:29.978
4465;1281;65;2013-08-20 21:05:32.678
4466;1282;64;2013-08-20 21:05:32.928
4469;1282;64;2013-08-20 21:05:33.667
4470;1283;63;2013-08-20 21:05:33.916
4476;1284;63;2013-08-20 21:05:35.382
4477;1285;64;2013-08-20 21:05:35.637
4480;1285;64;2013-08-20 21:05:36.377
4481;1286;65;2013-08-20 21:05:36.627
4483;1286;65;2013-08-20 21:05:37.117
4484;1287;66;2013-08-20 21:05:37.358
4491;1288;66;2013-08-20 21:05:39.086
4492;1289;65;2013-08-20 21:05:39.327
4502;1291;65;2013-08-20 21:05:41.797
4503;1292;64;2013-08-20 21:05:42.038
4506;1292;64;2013-08-20 21:05:42.777
4507;1293;63;2013-08-20 21:05:43.028
4521;1296;63;2013-08-20 21:05:46.477
4522;1297;64;2013-08-20 21:05:46.718
4533;1299;64;2013-08-20 21:05:49.426
4534;1300;63;2013-08-20 21:05:49.678
4540;1301;63;2013-08-20 21:05:51.157
4541;1302;64;2013-08-20 21:05:51.398
4549;1303;64;2013-08-20 21:05:53.368
4550;1304;63;2013-08-20 21:05:53.618
4553;1304;63;2013-08-20 21:05:54.358
4554;1305;62;2013-08-20 21:05:54.597
4564;1307;62;2013-08-20 21:05:57.067
4565;1308;63;2013-08-20 21:05:57.307
4580;1311;63;2013-08-20 21:06:01.008
4581;1312;62;2013-08-20 21:06:01.247
4583;1312;62;2013-08-20 21:06:01.746
4584;1313;63;2013-08-20 21:06:01.987
4587;1313;63;2013-08-20 21:06:02.728
4588;1314;64;2013-08-20 21:06:02.977
4599;1316;64;2013-08-20 21:06:05.682
4600;1317;63;2013-08-20 21:06:05.928
4633;1325;63;2013-08-20 21:06:14.057
4634;1326;64;2013-08-20 21:06:14.307
4636;1326;64;2013-08-20 21:06:14.797
4637;1327;65;2013-08-20 21:06:15.047
4648;1329;65;2013-08-20 21:06:17.757
4649;1330;64;2013-08-20 21:06:17.998
4659;1332;64;2013-08-20 21:06:20.467
4660;1333;65;2013-08-20 21:06:20.707
4667;1334;65;2013-08-20 21:06:22.437
4668;1335;64;2013-08-20 21:06:22.678
4678;1337;64;2013-08-20 21:06:25.137
4679;1338;65;2013-08-20 21:06:25.387
4690;1340;65;2013-08-20 21:06:28.097
4691;1341;64;2013-08-20 21:06:28.347
4694;1341;64;2013-08-20 21:06:29.087
4695;1342;63;2013-08-20 21:06:29.327
4701;1343;63;2013-08-20 21:06:30.807
4702;1344;64;2013-08-20 21:06:31.057
4709;1345;64;2013-08-20 21:06:32.776
4710;1346;63;2013-08-20 21:06:33.027
4717;1347;63;2013-08-20 21:06:34.748
4718;1348;62;2013-08-20 21:06:34.998
4721;1348;62;2013-08-20 21:06:35.737
4722;1349;63;2013-08-20 21:06:35.977
4740;1353;63;2013-08-20 21:06:40.417
4741;1354;62;2013-08-20 21:06:40.658
4744;1354;62;2013-08-20 21:06:41.397
4745;1355;63;2013-08-20 21:06:41.647
4748;1355;63;2013-08-20 21:06:42.388
4749;1356;64;2013-08-20 21:06:42.626
4770;1361;64;2013-08-20 21:06:47.796
4771;1362;66;2013-08-20 21:06:48.047
4773;1362;66;2013-08-20 21:06:48.538
4774;1363;67;2013-08-20 21:06:48.787
4776;1363;67;2013-08-20 21:06:49.276
4777;1364;68;2013-08-20 21:06:49.527
4779;1364;68;2013-08-20 21:06:50.018
4780;1365;69;2013-08-20 21:06:50.267
4782;1365;69;2013-08-20 21:06:50.758
4783;1366;70;2013-08-20 21:06:51.007
4785;1366;70;2013-08-20 21:06:51.497
4786;1367;71;2013-08-20 21:06:51.738
4789;1367;71;2013-08-20 21:06:52.477
4790;1368;72;2013-08-20 21:06:52.727
4800;1370;72;2013-08-20 21:06:55.188
4801;1371;71;2013-08-20 21:06:55.438
4804;1371;71;2013-08-20 21:06:56.178
4805;1372;70;2013-08-20 21:06:56.417
4808;1372;70;2013-08-20 21:06:57.157
4809;1373;69;2013-08-20 21:06:57.407
4812;1373;69;2013-08-20 21:06:58.147
4813;1374;67;2013-08-20 21:06:58.388
4816;1374;67;2013-08-20 21:06:59.126
4817;1375;66;2013-08-20 21:06:59.378
4820;1375;66;2013-08-20 21:07:00.112
4821;1376;65;2013-08-20 21:07:00.359
4824;1376;65;2013-08-20 21:07:01.097
4825;1377;64;2013-08-20 21:07:01.348
4828;1377;64;2013-08-20 21:07:02.088
4829;1378;65;2013-08-20 21:07:02.327
4836;1379;65;2013-08-20 21:07:04.058
4837;1380;64;2013-08-20 21:07:04.306
4851;1383;64;2013-08-20 21:07:07.747
4852;1384;65;2013-08-20 21:07:07.997
4854;1384;65;2013-08-20 21:07:08.487
4855;1385;66;2013-08-20 21:07:08.738
4866;1387;66;2013-08-20 21:07:11.447
4867;1388;64;2013-08-20 21:07:11.687
4875;1389;64;2013-08-20 21:07:13.657
4876;1390;63;2013-08-20 21:07:13.907
4878;1390;63;2013-08-20 21:07:14.397
4879;1391;64;2013-08-20 21:07:14.646
4882;1391;64;2013-08-20 21:07:15.387
4883;1392;63;2013-08-20 21:07:15.626
4897;1395;63;2013-08-20 21:07:19.077
4898;1396;64;2013-08-20 21:07:19.328
4901;1396;64;2013-08-20 21:07:20.068
4902;1397;65;2013-08-20 21:07:20.306
4904;1397;65;2013-08-20 21:07:20.806
4905;1398;66;2013-08-20 21:07:21.047
4912;1399;66;2013-08-20 21:07:22.777
4913;1400;65;2013-08-20 21:07:23.024
4926;1403;65;2013-08-20 21:07:26.227
4927;1404;66;2013-08-20 21:07:26.467
4930;1404;66;2013-08-20 21:07:27.207
4931;1405;65;2013-08-20 21:07:27.457
4945;1408;65;2013-08-20 21:07:30.897
4946;1409;66;2013-08-20 21:07:31.146
4953;1410;66;2013-08-20 21:07:32.878
4954;1411;65;2013-08-20 21:07:33.117
4960;1412;65;2013-08-20 21:07:34.597
4961;1413;64;2013-08-20 21:07:34.847
4964;1413;64;2013-08-20 21:07:35.575
4965;1414;65;2013-08-20 21:07:35.826
4967;1414;65;2013-08-20 21:07:36.316
4968;1415;66;2013-08-20 21:07:36.567
4971;1415;66;2013-08-20 21:07:37.307
4972;1416;65;2013-08-20 21:07:37.547
4979;1417;65;2013-08-20 21:07:39.277
4980;1418;64;2013-08-20 21:07:39.517
4986;1419;64;2013-08-20 21:07:40.996
4987;1420;65;2013-08-20 21:07:41.247
5002;1423;65;2013-08-20 21:07:44.937
5003;1424;64;2013-08-20 21:07:45.188
5013;1426;64;2013-08-20 21:07:47.646
5014;1427;65;2013-08-20 21:07:47.897
5024;1429;65;2013-08-20 21:07:50.357
5025;1430;64;2013-08-20 21:07:50.607
5031;1431;64;2013-08-20 21:07:52.087
5032;1432;65;2013-08-20 21:07:52.327
5043;1434;65;2013-08-20 21:07:55.037
5044;1435;64;2013-08-20 21:07:55.287
5050;1436;64;2013-08-20 21:07:56.765
5051;1437;65;2013-08-20 21:07:57.006
5062;1439;65;2013-08-20 21:07:59.717
5063;1440;64;2013-08-20 21:07:59.967
5073;1442;64;2013-08-20 21:08:02.427
5074;1443;65;2013-08-20 21:08:02.676
5084;1445;65;2013-08-20 21:08:05.136
5085;1446;64;2013-08-20 21:08:05.387
