seqno;heartbeats;pulse;timestamp
52896;11488;75;2013-08-21 00:52:16.087
52897;11489;72;2013-08-21 00:52:16.338
52901;11489;72;2013-08-21 00:52:17.317
52902;11490;69;2013-08-21 00:52:17.565
52906;11490;69;2013-08-21 00:52:18.547
52907;11491;67;2013-08-21 00:52:18.796
52910;11491;67;2013-08-21 00:52:19.537
52911;11492;65;2013-08-21 00:52:19.777
52915;11492;65;2013-08-21 00:52:20.767
52916;11493;63;2013-08-21 00:52:21.017
52920;11493;63;2013-08-21 00:52:21.997
52921;11494;62;2013-08-21 00:52:22.247
52925;11494;62;2013-08-21 00:52:23.228
52926;11495;60;2013-08-21 00:52:23.476
52930;11495;60;2013-08-21 00:52:24.456
52931;11496;59;2013-08-21 00:52:24.707
52934;11496;59;2013-08-21 00:52:25.447
52935;11497;58;2013-08-21 00:52:25.697
52947;11499;58;2013-08-21 00:52:28.647
52948;11500;57;2013-08-21 00:52:28.897
52952;11500;57;2013-08-21 00:52:29.877
52953;11501;56;2013-08-21 00:52:30.126
52961;11502;56;2013-08-21 00:52:32.097
52962;11503;55;2013-08-21 00:52:32.347
53001;11511;55;2013-08-21 00:52:41.948
53002;11512;56;2013-08-21 00:52:42.197
53008;11513;56;2013-08-21 00:52:43.678
53009;11514;57;2013-08-21 00:52:43.918
53018;11515;57;2013-08-21 00:52:46.137
53019;11516;56;2013-08-21 00:52:46.377
53022;11516;56;2013-08-21 00:52:47.117
53023;11517;55;2013-08-21 00:52:47.367
53031;11518;55;2013-08-21 00:52:49.338
53032;11519;56;2013-08-21 00:52:49.588
53035;11519;56;2013-08-21 00:52:50.327
53036;11520;57;2013-08-21 00:52:50.568
53043;11521;57;2013-08-21 00:52:52.297
53044;11522;56;2013-08-21 00:52:52.538
53060;11525;56;2013-08-21 00:52:56.477
53061;11526;57;2013-08-21 00:52:56.727
53065;11526;57;2013-08-21 00:52:57.707
53066;11527;56;2013-08-21 00:52:57.957
53074;11528;56;2013-08-21 00:52:59.927
53075;11529;55;2013-08-21 00:53:00.177
53097;11533;55;2013-08-21 00:53:05.597
53098;11534;54;2013-08-21 00:53:05.837
53105;11535;54;2013-08-21 00:53:07.568
53106;11536;55;2013-08-21 00:53:07.812
53114;11537;55;2013-08-21 00:53:09.778
53115;11538;56;2013-08-21 00:53:10.028
53118;11538;56;2013-08-21 00:53:10.767
53119;11539;55;2013-08-21 00:53:11.007
53131;11541;55;2013-08-21 00:53:13.968
53132;11542;56;2013-08-21 00:53:14.218
53139;11543;56;2013-08-21 00:53:15.937
53140;11544;57;2013-08-21 00:53:16.188
53148;11545;57;2013-08-21 00:53:18.157
53149;11546;56;2013-08-21 00:53:18.398
53157;11547;56;2013-08-21 00:53:20.367
53158;11548;57;2013-08-21 00:53:20.617
53164;11549;57;2013-08-21 00:53:22.098
53165;11550;58;2013-08-21 00:53:22.338
53169;11550;58;2013-08-21 00:53:23.328
53170;11551;57;2013-08-21 00:53:23.568
53181;11553;57;2013-08-21 00:53:26.273
53182;11554;58;2013-08-21 00:53:26.527
53227;11564;58;2013-08-21 00:53:37.608
53228;11565;57;2013-08-21 00:53:37.856
53232;11565;57;2013-08-21 00:53:38.833
53233;11566;58;2013-08-21 00:53:39.087
53245;11568;58;2013-08-21 00:53:42.047
53246;11569;57;2013-08-21 00:53:42.287
53261;11572;57;2013-08-21 00:53:45.987
53262;11573;58;2013-08-21 00:53:46.227
53265;11573;58;2013-08-21 00:53:46.968
53266;11574;57;2013-08-21 00:53:47.217
53282;11577;57;2013-08-21 00:53:51.157
53283;11578;58;2013-08-21 00:53:51.407
53289;11579;58;2013-08-21 00:53:52.877
53290;11580;60;2013-08-21 00:53:53.127
53292;11580;60;2013-08-21 00:53:53.618
53293;11581;61;2013-08-21 00:53:53.866
53300;11582;61;2013-08-21 00:53:55.587
53301;11583;62;2013-08-21 00:53:55.832
53303;11583;62;2013-08-21 00:53:56.327
53304;11584;63;2013-08-21 00:53:56.577
53307;11584;63;2013-08-21 00:53:57.317
53308;11585;62;2013-08-21 00:53:57.558
53317;11586;62;2013-08-21 00:53:59.777
53318;11587;61;2013-08-21 00:54:00.025
53322;11587;61;2013-08-21 00:54:01.007
53323;11588;59;2013-08-21 00:54:01.257
53330;11589;59;2013-08-21 00:54:02.977
53331;11590;60;2013-08-21 00:54:03.227
53335;11590;60;2013-08-21 00:54:04.207
53336;11591;59;2013-08-21 00:54:04.458
53339;11591;59;2013-08-21 00:54:05.196
53340;11592;58;2013-08-21 00:54:05.437
53348;11593;58;2013-08-21 00:54:07.407
53350;11594;57;2013-08-21 00:54:07.905
53370;11598;57;2013-08-21 00:54:12.827
53371;11599;56;2013-08-21 00:54:13.077
53383;11601;56;2013-08-21 00:54:16.027
53384;11602;57;2013-08-21 00:54:16.278
53395;11604;57;2013-08-21 00:54:18.988
53397;11605;56;2013-08-21 00:54:19.477
53409;11607;56;2013-08-21 00:54:22.432
53410;11608;57;2013-08-21 00:54:22.677
53438;11614;57;2013-08-21 00:54:29.577
53439;11615;58;2013-08-21 00:54:29.827
53443;11615;58;2013-08-21 00:54:30.807
53444;11616;57;2013-08-21 00:54:31.058
53452;11617;57;2013-08-21 00:54:33.027
53453;11618;56;2013-08-21 00:54:33.268
53456;11618;56;2013-08-21 00:54:34.007
53457;11619;57;2013-08-21 00:54:34.257
53464;11620;57;2013-08-21 00:54:35.978
53465;11621;58;2013-08-21 00:54:36.227
53468;11621;58;2013-08-21 00:54:36.968
53469;11622;57;2013-08-21 00:54:37.216
53477;11623;57;2013-08-21 00:54:39.187
53478;11624;56;2013-08-21 00:54:39.427
53481;11624;56;2013-08-21 00:54:40.167
53482;11625;57;2013-08-21 00:54:40.417
53485;11625;57;2013-08-21 00:54:41.158
53486;11626;58;2013-08-21 00:54:41.397
53494;11627;58;2013-08-21 00:54:43.367
53495;11628;57;2013-08-21 00:54:43.618
53510;11631;57;2013-08-21 00:54:47.307
53511;11632;58;2013-08-21 00:54:47.556
53514;11632;58;2013-08-21 00:54:48.298
53515;11633;59;2013-08-21 00:54:48.546
53538;11638;59;2013-08-21 00:54:54.207
53539;11639;60;2013-08-21 00:54:54.457
53541;11639;60;2013-08-21 00:54:54.947
53542;11640;62;2013-08-21 00:54:55.187
53545;11640;62;2013-08-21 00:54:55.927
53546;11641;63;2013-08-21 00:54:56.177
53548;11641;63;2013-08-21 00:54:56.667
53549;11642;64;2013-08-21 00:54:56.917
53569;11646;64;2013-08-21 00:55:01.839
53570;11647;62;2013-08-21 00:55:02.088
53578;11648;62;2013-08-21 00:55:04.057
53579;11649;61;2013-08-21 00:55:04.307
53583;11649;61;2013-08-21 00:55:05.287
53584;11650;59;2013-08-21 00:55:05.537
53588;11650;59;2013-08-21 00:55:06.517
53589;11651;58;2013-08-21 00:55:06.767
53593;11651;58;2013-08-21 00:55:07.758
53594;11652;57;2013-08-21 00:55:07.997
53610;11655;57;2013-08-21 00:55:11.937
53611;11656;56;2013-08-21 00:55:12.187
53615;11656;56;2013-08-21 00:55:13.167
53616;11657;55;2013-08-21 00:55:13.419
53634;11660;55;2013-08-21 00:55:17.847
53635;11661;54;2013-08-21 00:55:18.098
53651;11664;54;2013-08-21 00:55:22.037
53652;11665;55;2013-08-21 00:55:22.287
53660;11666;55;2013-08-21 00:55:24.256
53661;11667;54;2013-08-21 00:55:24.499
53705;11676;54;2013-08-21 00:55:35.337
53706;11677;55;2013-08-21 00:55:35.586
53718;11679;55;2013-08-21 00:55:38.537
53719;11680;54;2013-08-21 00:55:38.788
53729;11682;54;2013-08-21 00:55:41.246
53730;11683;56;2013-08-21 00:55:41.497
53733;11683;56;2013-08-21 00:55:42.237
53734;11684;57;2013-08-21 00:55:42.477
53747;11686;57;2013-08-21 00:55:45.677
53748;11687;56;2013-08-21 00:55:45.926
53760;11689;56;2013-08-21 00:55:48.887
53761;11690;57;2013-08-21 00:55:49.127
53764;11690;57;2013-08-21 00:55:49.867
53765;11691;56;2013-08-21 00:55:50.118
53772;11692;56;2013-08-21 00:55:51.838
53773;11693;58;2013-08-21 00:55:52.087
53775;11693;58;2013-08-21 00:55:52.577
53776;11694;59;2013-08-21 00:55:52.827
53779;11694;59;2013-08-21 00:55:53.567
53780;11695;60;2013-08-21 00:55:53.807
53788;11696;60;2013-08-21 00:55:55.778
53789;11697;59;2013-08-21 00:55:56.029
53792;11697;59;2013-08-21 00:55:56.767
53793;11698;58;2013-08-21 00:55:57.008
53810;11701;58;2013-08-21 00:56:01.197
53811;11702;57;2013-08-21 00:56:01.447
53826;11705;57;2013-08-21 00:56:05.135
53827;11706;58;2013-08-21 00:56:05.388
53835;11707;58;2013-08-21 00:56:07.357
53836;11708;57;2013-08-21 00:56:07.596
53840;11708;57;2013-08-21 00:56:08.586
53841;11709;56;2013-08-21 00:56:08.837
53862;11713;56;2013-08-21 00:56:14.009
53863;11714;55;2013-08-21 00:56:14.247
53867;11714;55;2013-08-21 00:56:15.238
53868;11715;54;2013-08-21 00:56:15.487
53890;11719;54;2013-08-21 00:56:20.898
53891;11720;53;2013-08-21 00:56:21.147
53894;11720;53;2013-08-21 00:56:21.887
53895;11721;54;2013-08-21 00:56:22.137
53898;11721;54;2013-08-21 00:56:22.867
53899;11722;56;2013-08-21 00:56:23.119
53902;11722;56;2013-08-21 00:56:23.858
53903;11723;57;2013-08-21 00:56:24.108
53906;11723;57;2013-08-21 00:56:24.837
53907;11724;56;2013-08-21 00:56:25.087
53916;11725;56;2013-08-21 00:56:27.307
53917;11726;55;2013-08-21 00:56:27.547
53925;11727;55;2013-08-21 00:56:29.517
53926;11728;56;2013-08-21 00:56:29.767
53933;11729;56;2013-08-21 00:56:31.487
53934;11730;57;2013-08-21 00:56:31.737
53937;11730;57;2013-08-21 00:56:32.477
53938;11731;58;2013-08-21 00:56:32.727
53940;11731;58;2013-08-21 00:56:33.217
53941;11732;59;2013-08-21 00:56:33.467
53944;11732;59;2013-08-21 00:56:34.197
53945;11733;60;2013-08-21 00:56:34.447
53947;11733;60;2013-08-21 00:56:34.937
53948;11734;61;2013-08-21 00:56:35.187
53962;11736;61;2013-08-21 00:56:38.636
53963;11737;60;2013-08-21 00:56:38.877
53966;11737;60;2013-08-21 00:56:39.616
53967;11738;59;2013-08-21 00:56:39.868
53970;11738;59;2013-08-21 00:56:40.607
53971;11739;58;2013-08-21 00:56:40.848
53974;11739;58;2013-08-21 00:56:41.588
53975;11740;59;2013-08-21 00:56:41.837
53999;11745;59;2013-08-21 00:56:47.748
54000;11746;60;2013-08-21 00:56:47.998
54023;11751;60;2013-08-21 00:56:53.657
54024;11752;59;2013-08-21 00:56:53.908
54027;11752;59;2013-08-21 00:56:54.646
54028;11753;60;2013-08-21 00:56:54.888
54076;11764;60;2013-08-21 00:57:06.707
54077;11765;59;2013-08-21 00:57:06.957
54080;11765;59;2013-08-21 00:57:07.697
54081;11766;58;2013-08-21 00:57:07.948
54117;11774;58;2013-08-21 00:57:16.808
54118;11775;59;2013-08-21 00:57:17.057
54122;11775;59;2013-08-21 00:57:18.037
54123;11776;58;2013-08-21 00:57:18.287
54138;11779;58;2013-08-21 00:57:21.976
54139;11780;59;2013-08-21 00:57:22.227
54147;11781;59;2013-08-21 00:57:24.198
54148;11782;58;2013-08-21 00:57:24.449
54172;11787;58;2013-08-21 00:57:30.357
54173;11788;57;2013-08-21 00:57:30.597
54175;11788;57;2013-08-21 00:57:31.097
54177;11789;58;2013-08-21 00:57:31.587
54184;11790;58;2013-08-21 00:57:33.307
54185;11791;59;2013-08-21 00:57:33.558
54197;11793;59;2013-08-21 00:57:36.517
54198;11794;58;2013-08-21 00:57:36.757
54210;11796;58;2013-08-21 00:57:39.717
54211;11797;57;2013-08-21 00:57:39.957
54219;11798;57;2013-08-21 00:57:41.927
54220;11799;56;2013-08-21 00:57:42.177
54232;11801;56;2013-08-21 00:57:45.137
54233;11802;57;2013-08-21 00:57:45.378
54256;11807;57;2013-08-21 00:57:51.047
54257;11808;58;2013-08-21 00:57:51.287
54277;11812;58;2013-08-21 00:57:56.217
54278;11813;59;2013-08-21 00:57:56.467
54294;11816;59;2013-08-21 00:58:00.408
54295;11817;58;2013-08-21 00:58:00.647
54301;11818;58;2013-08-21 00:58:02.127
54303;11819;59;2013-08-21 00:58:02.617
54314;11821;59;2013-08-21 00:58:05.327
54315;11822;60;2013-08-21 00:58:05.578
54318;11822;60;2013-08-21 00:58:06.317
54319;11823;59;2013-08-21 00:58:06.557
54326;11824;59;2013-08-21 00:58:08.287
54327;11825;60;2013-08-21 00:58:08.528
54338;11827;60;2013-08-21 00:58:11.238
54339;11828;59;2013-08-21 00:58:11.488
54347;11829;59;2013-08-21 00:58:13.458
54348;11830;58;2013-08-21 00:58:13.708
54380;11837;58;2013-08-21 00:58:21.587
54381;11838;59;2013-08-21 00:58:21.827
54383;11838;59;2013-08-21 00:58:22.327
54384;11839;60;2013-08-21 00:58:22.568
54387;11839;60;2013-08-21 00:58:23.308
54388;11840;61;2013-08-21 00:58:23.558
54390;11840;61;2013-08-21 00:58:24.048
54391;11841;63;2013-08-21 00:58:24.298
54393;11841;63;2013-08-21 00:58:24.788
54394;11842;64;2013-08-21 00:58:25.036
54397;11842;64;2013-08-21 00:58:25.767
54398;11843;65;2013-08-21 00:58:26.016
54416;11846;65;2013-08-21 00:58:30.448
54417;11847;63;2013-08-21 00:58:30.696
54424;11848;63;2013-08-21 00:58:32.418
54425;11849;62;2013-08-21 00:58:32.667
54432;11850;62;2013-08-21 00:58:34.388
54433;11851;61;2013-08-21 00:58:34.638
54436;11851;61;2013-08-21 00:58:35.377
54437;11852;62;2013-08-21 00:58:35.628
54443;11853;62;2013-08-21 00:58:37.098
54444;11854;63;2013-08-21 00:58:37.347
54446;11854;63;2013-08-21 00:58:37.837
54447;11855;64;2013-08-21 00:58:38.087
54462;11858;64;2013-08-21 00:58:41.777
54463;11859;63;2013-08-21 00:58:42.026
54469;11860;63;2013-08-21 00:58:43.507
54470;11861;64;2013-08-21 00:58:43.748
54482;11863;64;2013-08-21 00:58:46.702
54483;11864;62;2013-08-21 00:58:46.957
54486;11864;62;2013-08-21 00:58:47.687
54488;11865;61;2013-08-21 00:58:48.187
54498;11867;61;2013-08-21 00:58:50.647
54499;11868;62;2013-08-21 00:58:50.897
54510;11870;62;2013-08-21 00:58:53.597
54511;11871;61;2013-08-21 00:58:53.845
54514;11871;61;2013-08-21 00:58:54.587
54515;11872;62;2013-08-21 00:58:54.838
54536;11876;62;2013-08-21 00:59:00.009
54537;11877;61;2013-08-21 00:59:00.242
54540;11877;61;2013-08-21 00:59:00.987
54541;11878;60;2013-08-21 00:59:01.237
54545;11878;60;2013-08-21 00:59:02.227
54546;11879;59;2013-08-21 00:59:02.467
54549;11879;59;2013-08-21 00:59:03.208
54550;11880;58;2013-08-21 00:59:03.458
54554;11880;58;2013-08-21 00:59:04.437
54555;11881;57;2013-08-21 00:59:04.687
54566;11883;57;2013-08-21 00:59:07.397
54567;11884;58;2013-08-21 00:59:07.637
54585;11887;58;2013-08-21 00:59:12.077
54586;11888;57;2013-08-21 00:59:12.318
54590;11888;57;2013-08-21 00:59:13.307
54591;11889;56;2013-08-21 00:59:13.547
54595;11889;56;2013-08-21 00:59:14.537
54596;11890;55;2013-08-21 00:59:14.787
54630;11897;55;2013-08-21 00:59:23.158
54631;11898;56;2013-08-21 00:59:23.406
54643;11900;56;2013-08-21 00:59:26.357
54644;11901;55;2013-08-21 00:59:26.607
54660;11904;55;2013-08-21 00:59:30.547
54661;11905;56;2013-08-21 00:59:30.797
54690;11911;56;2013-08-21 00:59:37.937
54691;11912;57;2013-08-21 00:59:38.178
54694;11912;57;2013-08-21 00:59:38.918
54695;11913;56;2013-08-21 00:59:39.167
54707;11915;56;2013-08-21 00:59:42.118
54708;11916;57;2013-08-21 00:59:42.369
54715;11917;57;2013-08-21 00:59:44.087
54716;11918;58;2013-08-21 00:59:44.339
54719;11918;58;2013-08-21 00:59:45.076
54720;11919;57;2013-08-21 00:59:45.328
54732;11921;57;2013-08-21 00:59:48.278
54733;11922;58;2013-08-21 00:59:48.528
54740;11923;58;2013-08-21 00:59:50.248
54741;11924;59;2013-08-21 00:59:50.497
54752;11926;59;2013-08-21 00:59:53.208
54753;11927;58;2013-08-21 00:59:53.447
54756;11927;58;2013-08-21 00:59:54.188
54757;11928;59;2013-08-21 00:59:54.437
54764;11929;59;2013-08-21 00:59:56.157
54765;11930;60;2013-08-21 00:59:56.406
54784;11934;60;2013-08-21 01:00:01.086
54785;11935;61;2013-08-21 01:00:01.337
54788;11935;61;2013-08-21 01:00:02.067
54789;11936;60;2013-08-21 01:00:02.318
54800;11938;60;2013-08-21 01:00:05.028
54801;11939;59;2013-08-21 01:00:05.277
54821;11943;59;2013-08-21 01:00:10.197
54822;11944;60;2013-08-21 01:00:10.447
54825;11944;60;2013-08-21 01:00:11.187
54826;11945;59;2013-08-21 01:00:11.426
54834;11946;59;2013-08-21 01:00:13.398
54835;11947;58;2013-08-21 01:00:13.647
54842;11948;58;2013-08-21 01:00:15.367
54843;11949;59;2013-08-21 01:00:15.618
54858;11952;59;2013-08-21 01:00:19.307
54859;11953;58;2013-08-21 01:00:19.557
54874;11956;58;2013-08-21 01:00:23.257
54875;11957;60;2013-08-21 01:00:23.497
54876;11957;60;2013-08-21 01:00:23.747
54878;11958;61;2013-08-21 01:00:24.237
54889;11960;61;2013-08-21 01:00:26.947
54890;11961;62;2013-08-21 01:00:27.197
54903;11963;62;2013-08-21 01:00:30.397
54904;11964;60;2013-08-21 01:00:30.637
54908;11964;60;2013-08-21 01:00:31.627
54909;11965;59;2013-08-21 01:00:31.877
54912;11965;59;2013-08-21 01:00:32.607
54913;11966;58;2013-08-21 01:00:32.857
54916;11966;58;2013-08-21 01:00:33.598
54917;11967;59;2013-08-21 01:00:33.847
54921;11967;59;2013-08-21 01:00:34.828
54922;11968;58;2013-08-21 01:00:35.077
54926;11968;58;2013-08-21 01:00:36.057
54927;11969;57;2013-08-21 01:00:36.309
54930;11969;57;2013-08-21 01:00:37.047
54931;11970;56;2013-08-21 01:00:37.287
54947;11973;56;2013-08-21 01:00:41.228
54948;11974;57;2013-08-21 01:00:41.477
54952;11974;57;2013-08-21 01:00:42.468
54953;11975;56;2013-08-21 01:00:42.707
54961;11976;56;2013-08-21 01:00:44.683
54962;11977;55;2013-08-21 01:00:44.928
54968;11978;55;2013-08-21 01:00:46.407
54970;11979;56;2013-08-21 01:00:46.897
54999;11985;56;2013-08-21 01:00:54.037
55000;11986;57;2013-08-21 01:00:54.287
55012;11988;57;2013-08-21 01:00:57.238
55013;11989;56;2013-08-21 01:00:57.488
55020;11990;56;2013-08-21 01:00:59.207
55021;11991;57;2013-08-21 01:00:59.456
55031;11993;57;2013-08-21 01:01:01.919
55032;11994;59;2013-08-21 01:01:02.168
55045;11996;59;2013-08-21 01:01:05.368
55046;11997;58;2013-08-21 01:01:05.617
55049;11997;58;2013-08-21 01:01:06.357
55050;11998;59;2013-08-21 01:01:06.597
55057;11999;59;2013-08-21 01:01:08.327
55058;12000;58;2013-08-21 01:01:08.567
55067;12001;58;2013-08-21 01:01:10.786
55068;12002;57;2013-08-21 01:01:11.037
55072;12002;57;2013-08-21 01:01:12.018
55073;12003;56;2013-08-21 01:01:12.267
55085;12005;56;2013-08-21 01:01:15.217
55086;12006;55;2013-08-21 01:01:15.466
55090;12006;55;2013-08-21 01:01:16.446
55091;12007;54;2013-08-21 01:01:16.698
55118;12012;54;2013-08-21 01:01:23.347
55119;12013;53;2013-08-21 01:01:23.597
55140;12017;53;2013-08-21 01:01:28.767
55141;12018;54;2013-08-21 01:01:29.007
55162;12022;54;2013-08-21 01:01:34.187
55163;12023;55;2013-08-21 01:01:34.428
55166;12023;55;2013-08-21 01:01:35.167
55167;12024;56;2013-08-21 01:01:35.417
55171;12024;56;2013-08-21 01:01:36.397
55172;12025;55;2013-08-21 01:01:36.648
55192;12029;55;2013-08-21 01:01:41.578
55193;12030;56;2013-08-21 01:01:41.816
55200;12031;56;2013-08-21 01:01:43.547
55201;12032;57;2013-08-21 01:01:43.787
55205;12032;57;2013-08-21 01:01:44.777
55206;12033;56;2013-08-21 01:01:45.017
55236;12039;56;2013-08-21 01:01:52.408
55237;12040;55;2013-08-21 01:01:52.657
55244;12041;55;2013-08-21 01:01:54.377
55245;12042;56;2013-08-21 01:01:54.628
55248;12042;56;2013-08-21 01:01:55.368
55249;12043;57;2013-08-21 01:01:55.608
55257;12044;57;2013-08-21 01:01:57.577
55258;12045;56;2013-08-21 01:01:57.826
55278;12049;56;2013-08-21 01:02:02.757
55279;12050;57;2013-08-21 01:02:02.995
55283;12050;57;2013-08-21 01:02:03.987
55284;12051;56;2013-08-21 01:02:04.227
55300;12054;56;2013-08-21 01:02:08.176
55301;12055;57;2013-08-21 01:02:08.418
55324;12060;57;2013-08-21 01:02:14.087
55325;12061;58;2013-08-21 01:02:14.327
55349;12066;58;2013-08-21 01:02:20.238
55350;12067;59;2013-08-21 01:02:20.482
55353;12067;59;2013-08-21 01:02:21.227
55354;12068;60;2013-08-21 01:02:21.468
55357;12068;60;2013-08-21 01:02:22.207
55358;12069;59;2013-08-21 01:02:22.457
55369;12071;59;2013-08-21 01:02:25.167
55370;12072;60;2013-08-21 01:02:25.418
55377;12073;60;2013-08-21 01:02:27.138
55378;12074;59;2013-08-21 01:02:27.388
55389;12076;59;2013-08-21 01:02:30.097
55390;12077;60;2013-08-21 01:02:30.337
55397;12078;60;2013-08-21 01:02:32.068
55398;12079;61;2013-08-21 01:02:32.308
55401;12079;61;2013-08-21 01:02:33.049
55402;12080;60;2013-08-21 01:02:33.297
55405;12080;60;2013-08-21 01:02:34.038
55406;12081;61;2013-08-21 01:02:34.277
55416;12083;61;2013-08-21 01:02:36.747
55417;12084;62;2013-08-21 01:02:36.989
55420;12084;62;2013-08-21 01:02:37.727
55421;12085;61;2013-08-21 01:02:37.977
55429;12086;61;2013-08-21 01:02:39.947
55430;12087;60;2013-08-21 01:02:40.187
55437;12088;60;2013-08-21 01:02:41.917
55438;12089;61;2013-08-21 01:02:42.157
55441;12089;61;2013-08-21 01:02:42.898
55442;12090;60;2013-08-21 01:02:43.147
55449;12091;60;2013-08-21 01:02:44.868
55450;12092;59;2013-08-21 01:02:45.118
55461;12094;59;2013-08-21 01:02:47.827
55462;12095;60;2013-08-21 01:02:48.067
55473;12097;60;2013-08-21 01:02:50.778
55474;12098;62;2013-08-21 01:02:51.028
55476;12098;62;2013-08-21 01:02:51.516
55477;12099;63;2013-08-21 01:02:51.767
55483;12100;63;2013-08-21 01:02:53.247
55484;12101;64;2013-08-21 01:02:53.488
55490;12102;64;2013-08-21 01:02:54.968
55491;12103;65;2013-08-21 01:02:55.218
55494;12103;65;2013-08-21 01:02:55.957
55495;12104;66;2013-08-21 01:02:56.196
55497;12104;66;2013-08-21 01:02:56.688
55498;12105;67;2013-08-21 01:02:56.937
55500;12105;67;2013-08-21 01:02:57.427
55501;12106;68;2013-08-21 01:02:57.677
55513;12113;68;2013-08-21 01:03:00.637
55514;12114;79;2013-08-21 01:03:00.877
55531;12121;79;2013-08-21 01:03:05.062
55532;12122;80;2013-08-21 01:03:05.309
55534;12122;80;2013-08-21 01:03:05.807
55535;12123;81;2013-08-21 01:03:06.048
55537;12123;81;2013-08-21 01:03:06.546
55538;12124;82;2013-08-21 01:03:06.787
55542;12125;82;2013-08-21 01:03:07.777
55543;12126;83;2013-08-21 01:03:08.017
55545;12126;83;2013-08-21 01:03:08.517
55546;12127;84;2013-08-21 01:03:08.757
55573;12138;84;2013-08-21 01:03:15.408
55574;12139;86;2013-08-21 01:03:15.657
55576;12139;86;2013-08-21 01:03:16.147
55577;12140;87;2013-08-21 01:03:16.397
55593;12144;87;2013-08-21 01:03:20.337
55594;12145;84;2013-08-21 01:03:20.577
55607;12147;84;2013-08-21 01:03:23.787
55608;12148;80;2013-08-21 01:03:24.027
55612;12148;80;2013-08-21 01:03:25.017
55613;12149;76;2013-08-21 01:03:25.257
55616;12149;76;2013-08-21 01:03:25.998
55617;12150;73;2013-08-21 01:03:26.247
55621;12150;73;2013-08-21 01:03:27.229
55622;12151;70;2013-08-21 01:03:27.477
55626;12151;70;2013-08-21 01:03:28.468
55627;12152;68;2013-08-21 01:03:28.708
55631;12152;68;2013-08-21 01:03:29.698
55632;12153;65;2013-08-21 01:03:29.938
55636;12153;65;2013-08-21 01:03:30.927
55637;12154;63;2013-08-21 01:03:31.178
55641;12154;63;2013-08-21 01:03:32.158
55642;12155;61;2013-08-21 01:03:32.408
55646;12155;61;2013-08-21 01:03:33.387
55647;12156;60;2013-08-21 01:03:33.637
55651;12156;60;2013-08-21 01:03:34.617
55652;12157;59;2013-08-21 01:03:34.867
55656;12157;59;2013-08-21 01:03:35.847
55657;12158;57;2013-08-21 01:03:36.097
55660;12158;57;2013-08-21 01:03:36.837
55661;12159;56;2013-08-21 01:03:37.088
55670;12160;56;2013-08-21 01:03:39.297
55671;12161;55;2013-08-21 01:03:39.546
55679;12162;55;2013-08-21 01:03:41.518
55680;12163;54;2013-08-21 01:03:41.768
55692;12165;54;2013-08-21 01:03:44.718
55693;12166;55;2013-08-21 01:03:44.968
55696;12166;55;2013-08-21 01:03:45.708
55697;12167;56;2013-08-21 01:03:45.948
55706;12168;56;2013-08-21 01:03:48.167
55707;12169;55;2013-08-21 01:03:48.417
55728;12173;55;2013-08-21 01:03:53.588
55729;12174;54;2013-08-21 01:03:53.829
55738;12175;54;2013-08-21 01:03:56.047
55739;12176;53;2013-08-21 01:03:56.297
55742;12176;53;2013-08-21 01:03:57.038
55743;12177;54;2013-08-21 01:03:57.278
55752;12178;54;2013-08-21 01:03:59.497
55753;12179;53;2013-08-21 01:03:59.748
55760;12180;53;2013-08-21 01:04:01.467
55761;12181;54;2013-08-21 01:04:01.718
55772;12183;54;2013-08-21 01:04:04.419
55773;12184;56;2013-08-21 01:04:04.668
55787;12186;56;2013-08-21 01:04:08.117
55788;12187;55;2013-08-21 01:04:08.369
55792;12187;55;2013-08-21 01:04:09.349
55793;12188;54;2013-08-21 01:04:09.597
55806;12190;54;2013-08-21 01:04:12.797
55807;12191;53;2013-08-21 01:04:13.048
55810;12191;53;2013-08-21 01:04:13.777
55811;12192;54;2013-08-21 01:04:14.027
55819;12193;54;2013-08-21 01:04:15.998
55820;12194;55;2013-08-21 01:04:16.246
55832;12196;55;2013-08-21 01:04:19.197
55833;12197;54;2013-08-21 01:04:19.447
55845;12199;54;2013-08-21 01:04:22.397
55846;12200;55;2013-08-21 01:04:22.648
55849;12200;55;2013-08-21 01:04:23.387
55850;12201;56;2013-08-21 01:04:23.637
55854;12201;56;2013-08-21 01:04:24.617
55855;12202;55;2013-08-21 01:04:24.867
55871;12205;55;2013-08-21 01:04:28.807
55872;12206;56;2013-08-21 01:04:29.047
55875;12206;56;2013-08-21 01:04:29.787
55876;12207;57;2013-08-21 01:04:30.037
55888;12209;57;2013-08-21 01:04:32.987
55890;12210;56;2013-08-21 01:04:33.487
55894;12210;56;2013-08-21 01:04:34.467
55895;12211;55;2013-08-21 01:04:34.717
55899;12211;55;2013-08-21 01:04:35.698
55900;12212;54;2013-08-21 01:04:35.948
55913;12214;54;2013-08-21 01:04:39.147
55914;12215;53;2013-08-21 01:04:39.397
55926;12217;53;2013-08-21 01:04:42.347
55927;12218;54;2013-08-21 01:04:42.596
55939;12220;54;2013-08-21 01:04:45.557
55940;12221;55;2013-08-21 01:04:45.798
55950;12222;55;2013-08-21 01:04:48.256
55951;12223;53;2013-08-21 01:04:48.508
55974;12227;53;2013-08-21 01:04:54.177
55975;12228;52;2013-08-21 01:04:54.417
55987;12230;52;2013-08-21 01:04:57.377
